epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8110911250114441,0.0010000000474974513,1.3536823987960815,0.8813561797142029,1.4720759391784668
1,0.8419478535652161,0.0010000000474974513,1.2333616018295288,0.7870843410491943,1.3043431043624878
2,0.8594191670417786,0.0010000000474974513,1.1468082666397095,0.3523612916469574,3.2988104820251465
3,0.85860675573349,0.0010000000474974513,1.1155444383621216,0.5817585587501526,2.060236692428589
4,0.8610482215881348,0.0010000000474974513,1.0932209491729736,0.6604608297348022,2.067072868347168
5,0.8668628931045532,0.0010000000474974513,1.0631591081619263,0.441841721534729,4.610683917999268
6,0.8673861622810364,0.0010000000474974513,1.030912160873413,0.8472375273704529,1.1166355609893799
7,0.874633252620697,0.0010000000474974513,1.0116907358169556,0.9240949749946594,1.0665172338485718
8,0.8779456615447998,0.0010000000474974513,0.9841265082359314,0.7835710048675537,1.3173774480819702
9,0.8782603144645691,0.0010000000474974513,0.9786693453788757,0.8460456728935242,1.1020928621292114
10,0.8821086883544922,0.0010000000474974513,0.964838445186615,0.8387132287025452,1.1115339994430542
11,0.8856775164604187,0.0010000000474974513,0.9472069144248962,0.8032290935516357,1.1957499980926514
12,0.8821923136711121,0.0010000000474974513,0.9529275894165039,0.7577833533287048,1.6671544313430786
13,0.8919756412506104,0.00010000000474974513,0.9083200097084045,0.8985140919685364,0.9392436146736145
14,0.8941842913627625,0.00010000000474974513,0.8886104822158813,0.9026237726211548,0.9255741834640503
15,0.8956567049026489,0.00010000000474974513,0.8715229034423828,0.9118890166282654,0.9114331007003784
16,0.8976391553878784,0.00010000000474974513,0.8680731654167175,0.9184749126434326,0.9286220669746399
17,0.896946370601654,0.00010000000474974513,0.862700879573822,0.9121851921081543,0.9052164554595947
18,0.896813690662384,0.00010000000474974513,0.8644912242889404,0.9179221987724304,0.8946965932846069
19,0.8982256054878235,0.00010000000474974513,0.8498156666755676,0.9262031316757202,0.9069480895996094
20,0.9014203548431396,0.00010000000474974513,0.8358643651008606,0.9121202230453491,0.8960146307945251
21,0.9024508595466614,0.00010000000474974513,0.8230849504470825,0.9197444319725037,0.8854373097419739
22,0.9005128145217896,0.00010000000474974513,0.8310267329216003,0.918850839138031,0.8653683662414551
23,0.9023852944374084,0.00010000000474974513,0.8232934474945068,0.9126699566841125,0.8777193427085876
24,0.9021025896072388,0.00010000000474974513,0.8211400508880615,0.9225267171859741,0.8576763272285461
25,0.9037186503410339,0.00010000000474974513,0.8161904215812683,0.9226757884025574,0.8663336038589478
26,0.9040930867195129,0.00010000000474974513,0.8108521699905396,0.9247184991836548,0.8469873070716858
27,0.9068824052810669,0.00010000000474974513,0.7981204986572266,0.919482409954071,0.8537595272064209
28,0.9066675901412964,0.00010000000474974513,0.7939949631690979,0.9249931573867798,0.8377175331115723
29,0.904691755771637,0.00010000000474974513,0.7996601462364197,0.9278907775878906,0.8360187411308289
30,0.9037410616874695,0.00010000000474974513,0.8137731552124023,0.9218335151672363,0.853302001953125
31,0.9072091579437256,0.00010000000474974513,0.7901585698127747,0.9270349144935608,0.8364143371582031
32,0.9051808714866638,0.00010000000474974513,0.8004923462867737,0.9256266951560974,0.8383679986000061
33,0.9097707867622375,0.00010000000474974513,0.7722482085227966,0.9276292324066162,0.8237670063972473
34,0.9104880690574646,0.00010000000474974513,0.7684741616249084,0.9197151064872742,0.8640010952949524
35,0.9099202752113342,0.00010000000474974513,0.775009036064148,0.9199979901313782,0.8493963479995728
36,0.9086915254592896,0.00010000000474974513,0.7768258452415466,0.9331344366073608,0.8661012053489685
37,0.9069299697875977,0.00010000000474974513,0.786227822303772,0.9227467179298401,0.8123066425323486
38,0.9098052382469177,0.00010000000474974513,0.764764666557312,0.9266537427902222,0.8091871738433838
39,0.9109817147254944,0.00010000000474974513,0.754176139831543,0.9156678915023804,0.8564963340759277
40,0.9102843999862671,0.00010000000474974513,0.7586477994918823,0.9323176741600037,0.8216132521629333
41,0.9098435044288635,0.00010000000474974513,0.763575553894043,0.910538911819458,0.8322503566741943
42,0.913330078125,0.00010000000474974513,0.7406478524208069,0.9318478107452393,0.8258001208305359
43,0.9105616211891174,0.00010000000474974513,0.7550627589225769,0.9244348406791687,0.799213171005249
44,0.9155582785606384,0.00010000000474974513,0.727225124835968,0.9368212819099426,0.8413693308830261
45,0.9155474305152893,0.00010000000474974513,0.7272284626960754,0.9283915758132935,0.797892689704895
46,0.914882481098175,0.00010000000474974513,0.728388786315918,0.9146119952201843,0.8026695251464844
47,0.9140051603317261,0.00010000000474974513,0.7307121753692627,0.9323937892913818,0.7811992764472961
48,0.9144064784049988,0.00010000000474974513,0.7300076484680176,0.9225399494171143,0.875098705291748
49,0.9170712232589722,0.00010000000474974513,0.7086533308029175,0.9374415874481201,0.7707237005233765
