epoch,accuracy,iou,learning_rate,loss,precision,recall,soft_dice,soft_iou,val_accuracy,val_iou,val_loss,val_precision,val_recall,val_soft_dice,val_soft_iou
69,0.9535762667655945,0.6671317219734192,9.999999747378752e-06,0.6130934357643127,0.8575463891029358,0.7355654239654541,0.73524409532547,0.5902925729751587,0.9620660543441772,0.6074386835098267,0.6485868692398071,0.8090586066246033,0.7042470574378967,0.6820008754730225,0.5288674831390381
70,0.9544967412948608,0.6743562817573547,9.999999747378752e-06,0.6012609004974365,0.8576090931892395,0.7455294132232666,0.7403417229652405,0.5957754850387573,0.961822509765625,0.6198304295539856,0.6421593427658081,0.7762733101844788,0.7531941533088684,0.6833376288414001,0.5311272144317627
71,0.9579911231994629,0.6964302659034729,9.999999747378752e-06,0.5750788450241089,0.8699575066566467,0.7629916071891785,0.7558367848396301,0.6137201189994812,0.9605157375335693,0.5968006253242493,0.6614354848861694,0.7920389771461487,0.7008193731307983,0.6705223321914673,0.5166239738464355
72,0.9581586122512817,0.6938331127166748,9.999999974752427e-07,0.5747944116592407,0.8743706941604614,0.7549853920936584,0.7577199935913086,0.6176974177360535,0.9618219137191772,0.6171180009841919,0.639350950717926,0.7835785150527954,0.7398406863212585,0.6861555576324463,0.534532904624939
73,0.9572879672050476,0.693880558013916,9.999999974752427e-07,0.5794229507446289,0.8764128088951111,0.7534980773925781,0.7545806765556335,0.6140820384025574,0.9619778394699097,0.6184674501419067,0.6369323134422302,0.783133864402771,0.743858814239502,0.6880757212638855,0.5368565917015076
74,0.9601145386695862,0.7093396186828613,9.999999974752427e-07,0.5568668246269226,0.8814427852630615,0.7696235775947571,0.7674143314361572,0.6291515231132507,0.9627758860588074,0.6241711974143982,0.6306564807891846,0.7917535305023193,0.743553876876831,0.6914119720458984,0.5408815145492554
75,0.953206479549408,0.6694750189781189,9.999999974752427e-07,0.605606198310852,0.8608477711677551,0.7385120391845703,0.7425849437713623,0.5974081754684448,0.9620077610015869,0.6178213953971863,0.6373772621154785,0.7858257293701172,0.7395435571670532,0.6878235340118408,0.5367410182952881
76,0.9589716196060181,0.7053165435791016,9.999999974752427e-07,0.563899576663971,0.8746055960655212,0.7686970829963684,0.7643609642982483,0.6248044371604919,0.9627903699874878,0.6234637498855591,0.6315335035324097,0.793980062007904,0.7401863932609558,0.6905419826507568,0.5398815274238586
77,0.9581093192100525,0.6991211175918579,9.999999974752427e-07,0.5706570744514465,0.8769575357437134,0.7602947354316711,0.7606515288352966,0.6202554702758789,0.9627595543861389,0.6246065497398376,0.6309970617294312,0.7895612120628357,0.7470534443855286,0.6905220150947571,0.5399214029312134
78,0.956240177154541,0.6883559823036194,9.999999974752427e-07,0.5850107669830322,0.8671711683273315,0.7557231783866882,0.7541033029556274,0.6125797629356384,0.9623593091964722,0.6226409077644348,0.6327365636825562,0.7829457521438599,0.7515609264373779,0.6906831860542297,0.5399961471557617
79,0.9585732221603394,0.7006268501281738,9.999999974752427e-07,0.5736414194107056,0.8796241879463196,0.7588998079299927,0.7585361003875732,0.6191022396087646,0.9627615213394165,0.6221591234207153,0.632178783416748,0.7960432767868042,0.7361100316047668,0.690065860748291,0.5394761562347412
